,Unnamed: 0,task_id,pretty_formula,fav,298,400,500,600,700,800,900,first_f_a,relative_w,res_fav,res_favRT
0,0,mp-15788,LiYS2,6.202697961968438,5.83075698057216,5.837646643039856,5.841635018437538,5.844278570455477,5.846159278111652,5.847565676522631,5.8486570902049,0.072376523127942,1.0,2,0
1,1,mp-996962,LiAgO2,10.015853340759245,8.664702059382753,8.701858708943963,8.72325621290089,8.737391716538774,8.74742479325437,8.754914654768925,8.760719349831007,0.072376523127942,1.0,0,1
2,2,mp-23818,BaLiH3,10.604208772059192,9.83412919833922,9.857356091624435,9.87077986992692,9.879667171715058,9.88598450382624,9.890705515837269,9.89436726720186,0.072376523127942,1.0,0,1
3,3,mp-5840,LiScO2,9.78795425903621,7.522110938810169,7.576123909268212,7.607432110486613,7.628196031629614,7.642972936474691,7.654025275463082,7.662603320024431,0.072376523127942,1.0,0,0
4,4,mp-33526,LiBiS2,5.534439425475956,5.222081669195552,5.227303830868663,5.230325989609702,5.232328799827405,5.233753523575486,5.234818866056181,5.235645569992431,0.072376523127942,1.0,2,0
5,5,mp-1020019,Li2PNO2,12.364551384250143,11.045527371988436,11.091525346528217,11.117859295096531,11.135192936695924,11.147465319373042,11.156610153267875,11.163687589142665,0.072376523127942,1.0,1,1
6,6,mp-10616,BaLiAs,10.06389141802893,9.217500906453877,9.243005929732991,9.257536391796584,9.26707353991728,9.27381327002692,9.278828738701234,9.282706496898102,0.072376523127942,1.0,0,1
7,7,mp-772290,LiAgO,11.794622412456038,10.06246091731076,10.1169054406607,10.148294518614138,10.169042464434837,10.18377383055996,10.19477339576796,10.203299380525443,0.072376523127942,1.0,1,1
8,8,mp-20187,LiInSe2,9.683125339742231,8.021622270644182,8.065521781394537,8.090636970435979,8.10716312153426,8.118861810582377,8.127578304663697,8.13432383867749,0.072376523127942,1.0,0,0
9,9,mp-2530,Li2Te,8.501123406896761,7.790501374312305,7.808480634091381,7.818781168051904,7.82556528193675,7.830370807803827,7.833953058809281,7.836726336701667,0.072376523127942,1.0,0,0
10,10,mp-20782,LiInTe2,9.1968256409352,7.583127007348205,7.623591555272823,7.646746629605329,7.661985273349093,7.672773724862887,7.680812681586549,7.687034285608329,0.072376523127942,1.0,0,0
11,11,mp-552663,LiScAs2O7,6.822310138201148,3.491699410934564,3.5366462923673545,3.562902805489234,3.580401725525991,3.592897446159397,3.6022669911834058,3.609552940690575,1.803922130616544,1.0,2,0
12,12,mp-5061,Li5ReO6,10.635245512195649,9.319409837674936,9.357797888773616,9.379937754217242,9.394576400095236,9.404972540713093,9.412736572667674,9.418755559982474,0.072376523127942,1.0,0,1
13,13,mp-28994,KLi2As,9.796321649480287,8.296408624159822,8.336420503295987,8.35942101235553,8.374599313971578,8.385364856251813,8.39339739902871,8.399620275530216,0.072376523127942,1.0,0,1
14,14,mp-11175,LiZnPS4,9.718315835394426,7.703983524695923,7.754375666801161,7.783367310957945,7.802508743954574,7.816089775274417,7.826225501611204,7.834079166904014,0.072376523127942,1.0,0,0
15,15,mp-976280,LiBr,8.911021443519491,7.023276055644225,7.066931444049243,7.092002371988504,7.108537914639163,7.120261926770689,7.129007426355382,7.135781380991228,0.072376523127942,1.0,0,0
16,16,mp-770932,LiSbO3,10.845467948219346,9.704217267590256,9.739062388164008,9.759099328278872,9.772323867989652,9.781704372992534,9.788703788972551,9.794126429278531,0.072376523127942,1.0,0,1
17,17,mp-961684,LiCaAs,8.079093151884145,7.388759791496016,7.40531686115203,7.414814782051491,7.42107520235682,7.4255121593081554,7.428820961328434,7.431383308654339,0.072376523127942,1.0,0,0
18,18,mp-1960,Li2O,13.846461956741411,11.82879472109748,11.90326957595717,11.946032158929803,11.974224940742657,11.99420614011092,12.00910575008864,12.020642902792511,0.072376523127942,1.0,1,1
19,19,mp-5853,LiSi2N3,11.42735697281056,10.671063385502183,10.696032660687774,10.710396261560849,10.719878408633514,10.72660525970314,10.731625075276703,10.735514323485669,0.072376523127942,1.0,1,1
20,20,mp-7955,Li3Sb,8.469168372753257,6.384450408252623,6.427385768474906,6.452242078697762,6.468716081165162,6.480435164826819,6.489197964327795,6.495997664188376,0.5657584668586498,1.0,0,0
21,21,mp-9244,LiBC,11.563650014435328,11.006080099820208,11.024925244028257,11.035769933415713,11.04293075001665,11.048011619083727,11.051803590069676,11.054741791174726,0.072376523127942,1.0,1,1
22,22,mp-7610,Li2CaSiO4,13.376931148488351,11.683795642783492,11.74686013013271,11.782844798570878,11.806481815998165,11.823193173637971,11.835632730944194,11.84525236450463,0.072376523127942,1.0,1,1
23,23,mp-2286,Li2Se,9.52495627259185,8.69127738537915,8.714600648147641,8.727961547162744,8.736760436439148,8.742992624189393,8.747638060531004,8.751234226514889,0.072376523127942,1.0,0,1
24,24,mp-6270,Ba2LiReO6,8.57624256399658,7.8924774105455135,7.909316650524564,7.91905888081498,7.925513215753992,7.930103413558697,7.9335350195772545,7.93619746651212,0.072376523127942,1.0,0,0
25,25,mp-755013,Li5TaO5,11.785452334742832,10.472673127006674,10.515712048331771,10.540449739995337,10.5567715547695,10.568346221144267,10.576981216021435,10.583669978904007,0.072376523127942,1.0,1,1
26,26,mp-9562,LiBeAs,8.084953402818725,7.568312946570238,7.58071629144908,7.587865402293468,7.592591228047783,7.59594711938478,7.598453270988866,7.600396122147381,0.072376523127942,1.0,0,0
27,27,mp-29754,SrLiN,11.947988524601062,9.725745384142368,9.79359304611205,9.8327544271981,9.858657366298694,9.877057189228816,9.890800357514657,9.901455557367822,0.072376523127942,1.0,1,1
28,28,mp-31468,LiCaN,12.80658334575175,10.576218645714873,10.650344038084622,10.693011916315871,10.72118612279412,10.741175763773798,10.756093527884603,10.767651783305054,0.072376523127942,1.0,1,1
29,29,mp-3666,LiTaO3,9.786428509628044,8.858701463656333,8.884599311108724,8.899512771823469,8.909364946271593,8.916357945966642,8.921578440259987,8.925624430647234,0.072376523127942,1.0,0,1
30,30,mp-10182,LiZnP,10.738124301316992,9.82402527524398,9.852873432765811,9.869355646669492,9.88019222493692,9.887858956785944,9.893568925013584,9.8979863541886,0.072376523127942,1.0,0,1
31,31,mp-29149,Li4NCl,11.279915031177556,8.641055711367093,8.7123204237062,8.753686690002604,8.78114128521913,8.800688341885467,8.81531278240948,8.826665580788244,0.072376523127942,1.0,1,1
32,32,mp-736,Li3P,9.94234892335529,7.826781752080445,7.879488768045927,7.909964140761711,7.93014539800713,7.94449303276992,7.955216405202952,7.963534492443666,0.072376523127942,1.0,0,0
33,33,mp-753946,LiCoS2,8.291647226483029,7.8597299838504755,7.870486300231158,7.87668105781859,7.880773969748786,7.88367941802135,7.8858486378877695,7.887529966831501,0.072376523127942,1.0,0,0
34,34,mp-2074,Li3Sb,8.635044698539758,7.147146626812291,7.181267040055438,7.200958643786269,7.213985003853071,7.223239660537188,7.230153286615651,7.235514298235176,0.072376523127942,1.0,0,0
35,35,mp-15794,LiYSe2,5.94939005770555,5.658098329542693,5.663375083744605,5.666424678220405,5.668443980119641,5.6698796119584935,5.670952662383237,5.671785082584591,0.072376523127942,1.0,2,0
36,36,mp-22899,LiI,5.904870677016287,5.445416043783423,5.453443232390895,5.458085190069458,5.461160008999374,5.463346610366572,5.464981261630888,5.466249518131466,0.072376523127942,1.0,2,0
37,37,mp-29025,Li5Br2N,10.277340855534268,7.370986159016646,7.438358540251104,7.477579749380303,7.503658398535011,7.522249441658528,7.536171641398313,7.546987050418438,0.072376523127942,1.0,0,0
38,38,mp-23259,LiBr,6.648034548762824,6.103834084463253,6.114421449755,6.1205435480019785,6.124598558727315,6.127482051935603,6.129637586850087,6.131309912584338,0.072376523127942,1.0,2,0
39,39,mp-9144,LiAsF6,8.094412133009692,7.263020358562975,7.282169926505172,7.293228341070432,7.300546716088992,7.305747647353968,7.30963383396461,7.312647810184665,0.072376523127942,1.0,0,0
40,40,mp-9575,LiBeSb,8.23922479124669,7.645590051502434,7.659956304998222,7.668241343768567,7.673719828217791,7.677611033308628,7.680517399833166,7.682770770829713,0.072376523127942,1.0,0,0
41,41,mp-9158,LiCuO2,9.454043505761438,8.701971808195601,8.72279250291266,8.734752379387777,8.742641599045516,8.748235712630386,8.752408896899066,8.75564145207473,0.072376523127942,1.0,0,1
42,42,mp-10250,BaLiF3,11.94422921314373,10.915902958036796,10.952196933240655,10.972836993069771,10.986368638215655,10.995923461034131,11.003029542828235,11.008521124874592,0.072376523127942,1.0,1,1
43,43,mp-27227,LiAg3O2,10.837926817219142,9.905607959178669,9.935548244879453,9.952610556366569,9.963811221956156,9.97172726819128,9.97761847284018,9.982173512121,0.072376523127942,1.0,0,1
44,44,mp-8873,LiGeBO4,11.51191388172872,10.270272335165457,10.310356798792984,10.333379048492397,10.348562832830623,10.35932768263983,10.367357104674252,10.37357597494994,0.072376523127942,1.0,1,1
45,45,mp-9919,LiZnSb,6.359360814650405,5.767710588309462,5.778733232527851,5.785093145242777,5.789300158725553,5.792289093910973,5.794522025344108,5.796253561951809,0.072376523127942,1.0,2,0
46,46,mp-867699,Li4TiS4,9.097066053270472,7.183523248342123,7.227859800180688,7.253443013151558,7.270364754609563,7.282385835726579,7.29136548169126,7.298328160614662,0.072376523127942,1.0,0,0
47,47,mp-989583,Rb2LiInCl6,6.4196709241794165,5.943419295825184,5.952573126070671,5.957848765092623,5.96133614565781,5.963812650734168,5.965662137721171,5.967095963036944,1.027043974995808,1.0,2,0
48,48,mp-551092,KLiZnO2,13.87409251782656,11.862542240283492,11.938654308600396,11.982095919666556,12.010634669796158,12.030812878955732,12.045833660150366,12.057449658627885,0.072376523127942,1.0,1,1
49,49,mp-1020059,LiGe2N3,11.974372243377942,11.123240088188531,11.15313127588395,11.170216602792292,11.181452014731908,11.189401837172582,11.195323065827248,11.199904147477042,0.072376523127942,1.0,1,1
50,50,mp-15988,Li2CuSb,9.29670687151778,8.178745667968785,8.208141459355433,8.225026707987551,8.236164740197282,8.244062453195985,8.249954070802694,8.25451770352693,0.072376523127942,1.0,0,0
51,51,mp-29463,LiBeN,12.432127722064456,11.004778664975886,11.053401374356367,11.081396823070982,11.09988650271392,11.1130070789074,11.122799864040305,11.130388051698166,0.072376523127942,1.0,1,1
52,52,mp-15349,Li2GeO3,12.274738625938172,10.615777021472429,10.671715778398742,10.703764966377374,10.724869609525449,10.739816140705392,10.750955880219944,10.759578531828035,0.072376523127942,1.0,1,1
53,53,mp-755309,Li3NbS4,8.639588816236795,6.037693848725213,6.088501997528765,6.117961458990356,6.137504397867485,6.151415336831207,6.161821771423134,6.169899647927538,0.072376523127942,1.0,0,0
54,54,mp-13276,SrLiP,10.44717820213472,8.685974383030809,8.735507302604658,8.763919201066226,8.782643389316863,8.795911665818505,8.805804903198789,8.813465327326279,0.072376523127942,1.0,0,1
55,55,mp-989405,Cs2LiInBr6,5.414636482831542,4.939904110395425,4.947504425963001,4.951895460504402,4.954802470463405,4.9568689768755645,4.9584134405668765,4.959611486694265,0.072376523127942,1.0,2,0
56,56,mp-12525,Sr2LiReO6,11.554591621268862,10.85239041913665,10.8771244546859,10.891208823319728,10.900450166853629,10.906979312390698,10.911837197337958,10.915592586665364,4.12162994510357,1.0,1,1
57,57,mp-570097,Sr(Li2P)2,10.24640416579536,8.773507217330435,8.814525188251363,8.838146808667384,8.853751508929758,8.86482726500176,8.873095406279527,8.879503202982534,0.072376523127942,1.0,0,1
58,58,mp-9915,LiBeP,8.605178465876334,8.013904085338112,8.028786545180322,8.037377057863893,8.043060510347622,8.04709868858019,8.050115565609872,8.052455042646645,0.072376523127942,1.0,0,0
59,59,mp-1138,LiF,11.324485126546053,10.111416124069653,10.149555679815016,10.171533538645129,10.186056959522524,10.1963671659485,10.204064728161551,10.21003080628342,0.072376523127942,1.0,1,1
60,60,mp-28603,NaLiSe,9.493245716685326,8.64026234642044,8.664219730314043,8.67791255497016,8.686917593917995,8.693289829093894,8.698036442134327,8.701709049253454,0.072376523127942,1.0,0,1
61,61,mp-568273,LiI,6.138093697706791,5.631261735632599,5.6404332831172415,5.64573275143619,5.649241375656368,5.651735627789388,5.653599812726157,5.655045883578588,0.072376523127942,1.0,2,0
62,62,mp-16577,Li2CaHfF8,11.513157651323056,9.964216075532455,10.01351109609141,10.041759158718458,10.06036362322247,10.073541140747528,10.083363404768503,10.090966890218503,0.072376523127942,1.0,1,1
63,63,mp-6450,K2LiAlP2,9.560961397412049,8.789339681644973,8.811319813275693,8.82388339859852,8.832146145322662,8.837993280786723,8.842348843539394,8.845718935972197,0.072376523127942,1.0,0,1
64,64,mp-27419,LiBiF6,8.659659453262082,7.721042246181369,7.744474931868218,7.75792662827746,7.7667967728792755,7.77308502171743,7.777775294487397,7.781407972163755,0.072376523127942,1.0,0,0
65,65,mp-22450,Li2PbO3,8.38341021885876,6.932970859086339,6.965015908093685,6.983551226572136,6.995829417941051,7.0045606443609545,7.011087646139226,7.01615145067668,0.072376523127942,1.0,0,0
66,66,mp-29151,Li5NCl2,10.523540676465108,8.173960371522456,8.233571998350774,8.268253015419832,8.291303154014505,8.307730301627437,8.32002927576379,8.329582024331597,0.072376523127942,1.0,0,0
67,67,mp-5048,LiGaTe2,9.228838529810597,7.68016617690848,7.719444595273054,7.741917353061919,7.756705539618425,7.767174403913059,7.774974856547591,7.7810116606291615,0.072376523127942,1.0,0,0
68,68,mp-10614,SrLiP,11.39934847417058,10.112643327875402,10.15477404664102,10.178801785149888,10.194581616309115,10.205736987905958,10.214040484185444,10.220461570013102,0.072376523127942,1.0,1,1
69,69,mp-8756,KLiSe,9.304428560311054,8.501399758519561,8.523664923443732,8.536383386098604,8.544744854079674,8.550660362509184,8.555066062379533,8.558474485803437,0.072376523127942,1.0,0,1
70,70,mp-9839,K2LiAlF6,8.2799773464185,7.350310277531485,7.371980635580795,7.384495377727294,7.392777659944686,7.398663629284138,7.403061680613017,7.406472632242866,0.072376523127942,1.0,0,0
71,71,mp-8751,RbLiS,9.472108846257312,8.620469026575263,8.644316627837735,8.65794996637801,8.666917193166457,8.673263303095027,8.677990797501167,8.681648812785662,0.072376523127942,1.0,0,1
72,72,mp-8452,NaLiS,11.0033924887299,9.79129094771845,9.829684105758062,9.851601687573524,9.866004461445778,9.876190612969044,9.8837750024074,9.889641382321312,0.072376523127942,1.0,0,1
73,73,mp-6654,Cs2LiGaF6,10.36872692771394,7.88190420184655,7.943759067118625,7.979637206894517,8.003440759740876,8.020384788973361,8.033060027440182,8.042898776956097,0.072376523127942,1.0,0,0
74,74,mp-774907,KLiZnS2,11.79418995556454,9.941262151775884,10.001204117259531,10.035421578308435,10.057905084800032,10.073804919662887,10.08564275720386,10.094798546929294,0.072376523127942,1.0,1,1
75,75,mp-30456,SrLiBi,8.43242988477428,7.696898015827305,7.715204331814343,7.725707513660865,7.732631179728548,7.737538483646697,7.741198184211427,7.744032348468695,0.072376523127942,1.0,0,0
76,76,mp-4156,Li2ZrO3,9.42965085214629,7.04676867330496,7.10084145931323,7.132151482769129,7.1529042331194805,7.167667452741491,7.178706542811134,7.187272572480772,0.6994062937958045,1.0,0,0
77,77,mp-8430,KLiS,9.913122835880248,8.93838516959388,8.96664764938674,8.982800901459065,8.99342378924402,9.000940688899558,9.006539835261467,9.010871997463124,0.072376523127942,1.0,0,1
78,78,mp-5488,LiInO2,8.342507109184465,6.504734472568779,6.542871880567285,6.564978711586511,6.579641760735681,6.590078057955079,6.597884630621866,6.60394406502848,0.072376523127942,1.0,0,0
79,79,mp-15999,Li3AuS2,9.03299764683567,8.093713943614057,8.118129797808313,8.132154283576595,8.141405305840692,8.147965043503527,8.152858591235734,8.156649155573334,0.072376523127942,1.0,0,0
80,80,mp-996959,LiAuO2,11.19595303269057,9.746782837450809,9.791413623631987,9.817069732084873,9.83399938075921,9.84600615788144,9.85496415893541,9.8619035320741,0.072376523127942,1.0,1,1
81,81,mp-23703,LiH,10.423429775896055,9.40996321801049,9.439183999953304,9.456110334641531,9.467331589108651,9.47531513776127,9.4812851875078,9.48591798304641,0.072376523127942,1.0,0,1
82,82,mp-989536,Cs2LiNF6,0.4891945298853377,3.4386418337912508,3.720876139052758,3.888571652559133,4.001507584631971,4.082733388211705,4.143957240553196,4.191756105619197,11.189486560346866,1.0,2,0
83,83,mp-989562,Cs2LiTlF6,5.421854195274973,3.616617230408806,3.63758013806493,3.6498154957318008,3.657965957678661,3.663784284528477,3.6681460473902714,3.671537308607927,0.072376523127942,1.0,2,0
84,84,mp-12558,LiMgAs,9.218447060879416,8.615792897499322,8.63251899090235,8.642094469712001,8.648398088300869,8.652861790468274,8.656188424612685,8.658763331063414,0.072376523127942,1.0,0,1
85,85,mp-2659,LiN3,8.444518979630605,7.560444774854849,7.581549307919492,7.59373911006058,7.601807672787838,7.607542547417164,7.611828173479875,7.615152228590085,0.072376523127942,1.0,0,0
86,86,mp-22905,LiCl,7.415534216361077,6.764512623631289,6.77846139426094,6.786526762111897,6.791868557058575,6.79566684975499,6.7985060937564885,6.800708767315364,0.072376523127942,1.0,0,0
87,87,mp-841,Li2O2,12.1081896703293,10.33024521687602,10.387631325693388,10.420692860118052,10.442536440769311,10.45804084470405,10.469614931787078,10.478584640475397,0.072376523127942,1.0,1,1
88,88,mp-29364,Li5SbO5,11.581553421057684,10.25949747752964,10.30356972163721,10.328882464424456,10.345576491641628,10.357411748335728,10.366239371586014,10.373076319471208,2.220295191723323,1.0,1,1
89,89,mp-3924,LiNbO2,9.96622475282168,9.400725422753188,9.417305006950484,9.426852966127116,9.433160630247894,9.437637755884214,9.440980053614409,9.443570387135342,0.072376523127942,1.0,0,1
90,90,mp-7575,LiZnN,13.826140256693677,12.21071509684851,12.27494778233138,12.311328158090744,12.335118440637638,12.351887287191348,12.36434234904784,12.373958035443897,0.072376523127942,1.0,1,1
91,91,mp-570213,LiMgBi,7.538999104771766,7.08367051769574,7.094160868931259,7.100176997512094,7.104141874199271,7.106951658367131,7.109046893016831,7.110669380648448,0.072376523127942,1.0,0,0
92,92,mp-2251,Li3N,12.042742656356092,8.408174458839438,8.50719426614523,8.564783235441645,8.603047391770017,8.630310476406642,8.650718258779484,8.66656663983395,2.8230126123732777,1.0,1,1
93,93,mp-28237,RbLiBr2,8.952785567008496,7.505664192147252,7.541429999697631,7.561913358129541,7.575400679307111,7.584952655428845,7.592072115265263,7.597583189021059,0.5584048493541462,1.0,0,0
94,94,mp-10615,BaLiP,10.383345444398785,9.447693173521394,9.47645431297081,9.492852695353983,9.503620827267362,9.511232806745433,9.516898613340024,9.521279906056296,0.072376523127942,1.0,0,1
95,95,mp-3524,LiPN2,11.849988388733852,10.857329831342684,10.890886008894332,10.910159877254609,10.922871649762644,10.931883893918684,10.938606011877225,10.943812317278413,0.072376523127942,1.0,1,1
96,96,mp-3980,LiSbF6,8.611339228451522,7.737812528417102,7.75953147204334,7.772015946222208,7.780254945832078,7.786098970952709,7.790459642959622,7.79383806099205,0.072376523127942,1.0,0,0
97,97,mp-555874,LiAsS2,7.216588339953743,6.692509985531384,6.703774455085408,6.710263933827832,6.714552568145513,6.717597490167718,6.7198711524044095,6.721633624870265,0.072376523127942,1.0,0,0
98,98,mp-4495,KLiTe,8.486021974995394,7.802996500527292,7.820442177220557,7.830416097898733,7.836976767404367,7.841620012073069,7.845079131042474,7.847755816316386,0.072376523127942,1.0,0,0
99,99,mp-23222,Li3Bi,8.107702205759022,6.810853267661542,6.839221485584539,6.8555963330541925,6.8664300571734,6.87412773201405,6.879878685639495,6.8843384143731,0.072376523127942,1.0,0,0
100,100,mp-28243,RbLiCl2,9.643113949494396,7.966538987095864,8.010221438457847,8.035262441790312,8.051759720565471,8.06344756625046,8.072161161421372,8.07890749216619,0.072376523127942,1.0,0,0
101,101,mp-5077,NaLi2Sb,8.520546416876625,7.7478758349411345,7.767318882674618,7.778461467245799,7.785801500512923,7.791001441502902,7.794878043436044,7.797879395596672,0.072376523127942,1.0,0,0
102,102,mp-757,Li3As,9.418900588664478,7.417478024998774,7.464937945433983,7.492373266875961,7.510539499650639,7.5234538714641666,7.533105720532799,7.540592481834365,0.072376523127942,1.0,0,0
103,103,mp-9657,LiAsO3,10.08375666916956,9.247813925823484,9.271876870550628,9.285758380747108,9.29493845020123,9.30145895136881,9.306329141116544,9.310105051324127,0.072376523127942,1.0,0,1
104,104,mp-36111,LiMgP,9.834504642699825,9.126961091998574,9.14767014172854,9.15952496414589,9.16732855268569,9.1728540864328,9.176971866264116,9.180159014164104,0.072376523127942,1.0,0,1
105,105,mp-753098,LiCuF2,11.23914130692263,9.97880133203238,10.019172902896676,10.042256179896505,10.057439193812094,10.068183919891332,10.076187829718911,10.08238080913095,0.072376523127942,1.0,1,1
106,106,mp-760375,Li3VS4,9.303197601002523,6.2179619185484345,6.280464293533727,6.316671448025442,6.340676796193091,6.357757201000289,6.370530793179968,6.380443851743213,0.072376523127942,1.0,0,0
107,107,mp-3216,Li2ZrN2,13.883918316165971,12.483336115002022,12.538334210868545,12.569725733909827,12.590348766591298,12.604930497106803,12.615785400784064,12.624179915706849,0.072376523127942,1.0,1,1
108,108,mp-5012,Li2SiO3,12.217394894345592,10.568737800943444,10.6235963418593,10.655102625622664,10.675879912487884,10.690609047064664,10.701594527023174,10.710102319493638,0.072376523127942,1.0,1,1
109,109,mp-5127,LiCuO,11.934772030973424,10.46976518728581,10.517934317585702,10.545610466723828,10.563866801888134,10.576811241165604,10.586466970887118,10.593945723682731,0.072376523127942,1.0,1,1
110,110,mp-23364,CsLiCl2,8.098525636683185,6.893014408502749,6.919676239253496,6.935061995045175,6.9452397138273,6.952470508429986,6.957872241580309,6.96206091664377,0.072376523127942,1.0,0,0
111,111,mp-9250,RbLiSe,8.894490773768997,8.190732696289544,8.209553670119375,8.220308636570119,8.227380909849414,8.232385178486485,8.236112672947714,8.238996684713467,0.072376523127942,1.0,0,0
112,112,mp-8180,LiNO3,8.68149841209889,7.902574982657125,7.921777719730385,7.93288841725449,7.940250415093269,7.945486773991254,7.94940184363206,7.952439641256389,0.072376523127942,1.0,0,0
113,113,mp-989579,Rb2LiTlCl6,6.498017145955873,5.983372375520597,5.993382687648645,5.99914634200645,6.002954065316723,6.005656966935382,6.007674939336129,6.009239036313914,1.4107365777550318,1.0,2,0
114,114,mp-4002,Li2ZrF6,9.96015848754313,8.880688139558625,8.911004882775929,8.928453989262227,8.939977490969127,8.94815491746474,8.954258596962834,8.95898846428094,0.072376523127942,1.0,0,1
115,115,mp-37906,LiMgN,13.54570628444371,11.617797564828765,11.68922884487936,11.730021675057564,11.756829541492548,11.775788430538798,11.789903996464458,11.800821420020077,0.072376523127942,1.0,1,1
116,116,mp-3054,Li2CO3,12.43671880117362,10.152994946172209,10.22702108160288,10.269511921253438,10.297523794993689,10.317377096841067,10.332181941157312,10.343646256106595,0.072376523127942,1.0,1,1
117,117,mp-13277,BaLiP,9.561045056381378,8.545933712706896,8.574161017457042,8.59030270739292,8.600921495879739,8.608437211937225,8.614036415864476,8.618369179187013,0.072376523127942,1.0,0,1
118,118,mp-14115,LiRhO2,7.774955541261861,7.03253691236887,7.048952240810194,7.058456751691906,7.064756757781646,7.069238780380347,7.072590393322694,7.075191303741224,0.072376523127942,1.0,0,0
119,119,mp-570935,LiI,8.182464604024531,6.52562855889214,6.561319883563392,6.581821244331385,6.595344961928643,6.604934632226098,6.612088663517361,6.617630318119559,0.072376523127942,1.0,0,0
120,120,mp-567652,Cs2LiYCl6,6.303090546653248,5.9093372999584295,5.916860159847592,5.921195371510963,5.924060930580103,5.926095783223856,5.92761539852551,5.9287934662194095,0.072376523127942,1.0,2,0
121,121,mp-8874,LiSiBO4,10.732535195902472,9.589995801849582,9.62391798925696,9.643511495612072,9.65647850197696,9.66569329355874,9.672578227992831,9.67791755816096,0.072376523127942,1.0,0,1
122,122,mp-7936,LiNbS2,8.795046828080038,8.426553250902273,8.436415218527882,8.442080837470264,8.445818497360987,8.448469032546402,8.450446454805574,8.451978254479172,0.072376523127942,1.0,0,1
123,123,mp-10485,BaLiSb,8.5950863496577,7.382950431371982,7.411975139064017,7.428654817098847,7.439660554433525,7.4474661405502784,7.45328997450472,7.457801670597501,0.072376523127942,1.0,0,0
124,124,mp-3427,LiAlO2,12.196060748624436,10.586523858842732,10.639970343724311,10.670691132700934,10.690960368752012,10.705334072971254,10.716056992678064,10.7243629196527,0.072376523127942,1.0,1,1
125,125,mp-7608,Li2PdO2,11.62254543048226,10.10587639970843,10.153286536868828,10.180669913089604,10.198789895137448,10.211664843804066,10.221283368421936,10.228741868995463,0.072376523127942,1.0,1,1
126,126,mp-1153,Li2S,10.307024974458548,9.283062294808447,9.313396928886911,9.330791940955438,9.342254036678549,9.350375536212276,9.356430805718116,9.361119248631663,0.072376523127942,1.0,0,1
127,127,mp-16264,LiCaSb,9.57889780712252,8.701089197808558,8.725796323592522,8.73993368492846,8.749237403619452,8.755824021497734,8.76073195379943,8.764530331035854,0.072376523127942,1.0,0,1
128,128,mp-9610,Li2CN2,12.110162080597952,9.91401960689746,9.983995717073556,10.024111257489425,10.050537702573848,10.069258165555954,10.083213374320106,10.094016948597863,0.072376523127942,1.0,1,1
129,129,mp-8407,Li3LaP2,10.140112318383832,8.63381015375611,8.675134501670676,8.698938415494396,8.714665916482435,8.72582999148756,8.73416469581273,8.740624453012094,0.072376523127942,1.0,0,1
130,130,mp-996997,LiAgO2,10.319061709220716,8.96211274464364,9.001033796749498,9.023385774924575,9.038127265661696,9.048578649132414,9.056374408150166,9.062412434318205,0.5717275616514972,1.0,0,1
131,131,mp-4586,LiAlTe2,9.015333461985673,7.545101899226895,7.581675752358316,7.602613323055337,7.616396270659194,7.626155943735568,7.633429301701986,7.639058972007211,0.072376523127942,1.0,0,0
132,132,mp-9124,LiZnAs,9.822617292189394,8.99367591578395,9.017909976505305,9.031745189586353,9.040837517174271,9.047268442267056,9.0520571027732,9.05576125971204,0.072376523127942,1.0,0,1
133,133,mp-961683,LiMgP,6.164402706285112,5.396618730383356,5.548583151285853,5.637096530862992,5.695970937653603,5.737952337673651,5.769396929004614,5.793828297595761,4.280870441931391,1.0,2,0
134,134,mp-1009009,LiF,6.486625564557071,5.3133100922204965,5.495475293289181,5.601983531374751,5.672989465389897,5.723699868401253,5.76172504241619,5.791294260623256,6.670310644056178,1.0,2,0
135,135,mp-961698,LiZnP,9.613426493817958,7.59264716258141,7.642841294276059,7.671675469201176,7.690695679599074,7.704182438719723,7.714243362028811,7.722036463652271,0.072376523127942,1.0,0,0
136,136,mp-3731,LiNbO3,9.629221737191084,8.785165713546501,8.80841122160698,8.821814867951966,8.83067666792698,8.836970107203136,8.841670197101145,8.845313944471087,0.072376523127942,1.0,0,1
137,137,mp-7611,Li2CaGeO4,13.180676709191465,11.515281866322924,11.576673003304135,11.611679693085607,11.63466539665946,11.650912095690122,11.663003558696468,11.67235272865431,0.072376523127942,1.0,1,1
138,138,mp-8405,Li3LaSb2,8.9077955387575,7.856691171033639,7.883062354438405,7.898247946967976,7.908279990385665,7.91540080266688,7.920716831618523,7.924836952195335,0.072376523127942,1.0,0,0
139,139,mp-9143,LiPF6,8.080346938311187,7.281002045874754,7.299152059697247,7.309675991285959,7.316657859330377,7.321627963107246,7.325346174253189,7.328232520396003,0.072376523127942,1.0,0,0
